error_type,word,gt_snippet,gt_index,whisper_snippet,whisper_index,score,dataset,folder
over,re,footprint before we move into details on business updates please let me reemphasize 2 things firstly with a sharpened focus,912,we move into details on business update please let me re emphasize 2 things firstly with a with a sharpened focus,917,95.89041095890411,combined_22,4471606
over,re,we move into details on business updates please let me reemphasize 2 things firstly with a sharpened focus on key,914,we move into details on business updates please let me re emphasize 2 things firstly with a sharpened focus on key,919,99.11504424778761,combined_22,4471606
under,re,we released the witcher on switch so that was a re relatively trash release in 2020 secondly 2020 especially the first,3352,we released the witcher on switch so that was a relatively the pre ss release in 2020 secondly 2020 especially,3336,94.4954128440367,combined_22,4472403
under,re,we released the witcher on switch so that was a re relatively trash release in 2020 secondly 2020 especially the first,3352,we released the witcher on switch so that was a relatively trash release in 2020 secondly 2020 especially the first,3319,97.3913043478261,combined_22,4472403
under,re,we released the witcher on switch so that was a re relatively trash release in 2020 secondly 2020 especially the first,3352,we released the witcher on switch so that was a relatively fresh release in 2020 secondly 2020 especially the first,2970,95.65217391304348,combined_22,4472403
over,re,line catering to price sensitive users needs we also recently relaunched stella or xinghe in chinese a pre mium device,1201,is going to price sensitive users needs we also recently re launched stella or xinhe in chinese a pre mium device,1235,96.83257918552036,combined_22,4473238
under,re,weve actually looked at all the the sort of the re negotiations weve had with many of our big customers and,3118,wide environmental debate youve actually looked at all the sort of renegotiations youve had with many of our customers and,3093,90.0,combined_22,4474327
under,re,weve actually looked at all the the sort of the re negotiations weve had with many of our big customers and,3118,debate weve actually looked at all the sort of the renegotiations weve had with many of our big customers and,3065,97.60765550239235,combined_22,4474327
under,re,the performance as we mentioned in our pre pared remark re remarks its not as good as we expected because of,1427,year the performance as we mentioned in our pre paratory remarks is not as good as we expected because of,1436,89.52380952380953,combined_22,4474955
under,re,the performance as we mentioned in our pre pared remark re remarks its not as good as we expected because of,1427,next year the performance as we mentioned in our pre pared remarks is not as good as we expected because,1411,89.42307692307693,combined_22,4474955
under,re,the performance as we mentioned in our pre pared remark re remarks its not as good as we expected because of,1427,next year the performance as we mentioned in our pre pared remarks is not as good as we expected because,1409,89.42307692307693,combined_22,4474955
over,re,that you have seen whether there is some kind of reopening effect that has affected these numbers positively thats my,7511,that you have seen whether there is some kind of re opening effect that has affected decent numbers positive thats my,7298,95.72649572649573,combined_22,4479741
over,re,i mean the strong performance in human health was really driven by the reopening of the traditional sales channel in,7559,said i mean the strong performance in human health was re given by the reopening of the traditional cells channel in,7341,94.27312775330397,combined_22,4479741
under,re,factors and forward looking statements section of the companys annual re report on form 20f filed with the scc on july,790,factors and forward looking statements section of the companys annual report on form 20f filed with the sec on july,756,96.52173913043478,combined_22,4481552
under,re,factors and forward looking statements section of the companys annual re report on form 20f filed with the scc on july,790,factors and forward looking statements section of the companys annual report on form 20 f filed with the sec on,773,96.3963963963964,combined_22,4481552
over,re,slow to transfer to europe and then mexico and then ive retrained my peoples and then enhancement of business and,6533,transfer to europe and then mexicos and and then i re trained my peoples and then enhancement of the business and,6526,94.4954128440367,combined_22,4481904
over,re,a bit slow to transfer to europe and then mexico and then ive retrained my peoples and then enhancement of,6531,slow to transfer to europe and mexico and then i re trained my people and enhancement of business and built a,6365,89.69072164948454,combined_22,4481904
over,re,been working on pace fill placement weve been working on reentry times as well as stooping and turnover of the,5377,been working on pace fill placement weve been working on re entry times as well as stoping in turnover of the,5306,97.24770642201834,combined_22,4481952
over,re,been working on pace fill placement weve been working on reentry times as well as stooping and turnover of the,5377,been working on pace fill placement weve been working on re entry times as well as stoping and turnover of the,5309,99.0909090909091,combined_22,4481952
over,re,glencore did or if itll be kind of a complete recut incorporating that those further depth extensions and i think,4306,glencore did or if itll be kind of a complete re cut incorporating that those further depth extensions and i think,4306,99.11504424778761,combined_22,4481952
over,re,been working on pace fill placement weve been working on reentry times as well as stooping and turnover of the,5377,been working on pace fill placement weve been working on re entry times as well as stoping and turnover of the,5229,99.0909090909091,combined_22,4481952
under,re,achilleas tasioulas chief financial officer joseph nelson head of investor re relations will you begin your conference good morning or good,87,achilleus tessilouas chief financial officer joseph nelson head of investor relations will you begin your conference good morning or good,77,95.62043795620438,combined_22,4482110
under,re,the partnerships cash flow breakeven levels over time improving further re competitiveness of our fleet we believe that prioritizing debt reduction,1361,the partnerships cash flow break even levels over time improving further the competitiveness of our fleet we believe that prioritizing,1351,98.49624060150376,combined_22,4482110
under,re,us they are with brands that bring them something that re realistic and theres not artificially even if theyre very fine,9417,us they are with brands that bring them something realistic and is not artificially even if theyre very fine products,9035,88.88888888888889,combined_22,4482311
under,re,us they are with brands that bring them something that re realistic and theres not artificially even if theyre very fine,9417,us they are with brands that bring them something realistic and is not artificially even if theyre very fine products,9004,88.88888888888889,combined_22,4482311
under,re,is a copyrighted material of dr reddys and cannot be re broadcasted or attributed in pre ss or media outlets without,228,is a copyrighted material of dr reddys and cannot be rebroadcasted or attributed in pre ss or media outlets without,216,99.1304347826087,combined_22,4482569
over,re,due to the economic slowdown in china inventory buildup will hold and the excess generated there might relieve pre ssure,3690,due to the economic slowdown in china inventory built up re hauled and excess generated there might relieve pre ssure on,3807,92.82700421940928,combined_22,4482641
over,re,due to the economic slowdown in china inventory buildup will hold and the excess generated there might relieve pre ssure,3690,due to the economic slowdown in china inventory build up re hold and the excess generated there might relieve pre ssure,3710,96.63865546218487,combined_22,4482641
under,re,good because that is before the next scheduled blast furnace re aligning and the next schedule invests big investments in coke,2097,because that is before the next scheduled blast furnace relining and the next scheduled big investments in coke oven batteries,2040,92.82700421940928,combined_22,4482682
under,re,is just on the down you know the blast furnace re aligns and new coke ovens for lulea and raahe were,12169,is just on the blast furnace relines and new coke ovens for lulio and rahe were those scheduled to be,11710,84.91620111731844,combined_22,4482682
under,re,and we can do that before the next blast furnace re aligning or before we need to spend a lot of,7693,mills and we can do that before the next blast furnace relining or before we need to spend a lot,7439,96.7741935483871,combined_22,4482682
under,re,15 years or 20 years and then you do a re lining or coke oven batteries that you run 24 7,2651,15 years or 20 years and then you do a relining or coke oven batteries that you run 24 7,2583,98.86363636363636,combined_22,4482682
under,re,have said avoid costs for co2 emissions and we will re de risk the carbon dioxide cost exposure and we will,2486,have said avoid costs for co2 emissions and we will the risk the carbon dioxide cost exposure and we will,2428,96.19047619047619,combined_22,4482682
under,re,cost slightly more and to give you some examples the re lining of the blast furnace is roughly 1 and 1,4072,cost slightly more and to give you some examples a relining of a blast furnace is roughly 1 to 1,3965,92.70833333333334,combined_22,4482682
under,re,half around 1 and a half billion building a newer re aligning a coke oven battery is much more expensive than,4097,around 1 and a half billion building a new or relining a coke oven battery is much more expensive than,3989,96.07843137254902,combined_22,4482682
under,re,have said avoid costs for co2 emissions and we will re de risk the carbon dioxide cost exposure and we will,2486,will as said avoid costs for co2 emissions and we will de risk the carbon dioxide cost exposure we will,2435,93.20388349514563,combined_22,4482682
under,re,good because that is before the next scheduled blast furnace re aligning and the next schedule invests big investments in coke,2097,because that is before the next scheduled blast furnace relining and the next scheduled big investments in coke ovens batteries,2050,92.82700421940928,combined_22,4482682
under,re,is just on the down you know the blast furnace re aligns and new coke ovens for lulea and raahe were,12169,is just on the blast furnace relines and new coke ovens for luleå and råhet were those scheduled to be,11498,84.44444444444444,combined_22,4482682
under,re,cost slightly more and to give you some examples the re lining of the blast furnace is roughly 1 and 1,4072,will cost slightly more and to give you some examples a relining of a blast furnace is roughly 1 5,3952,92.3076923076923,combined_22,4482682
under,re,half around 1 and a half billion building a newer re aligning a coke oven battery is much more expensive than,4097,1 5 billion building a new or relining a coke oven battery is much more expensive than that and then,3970,87.56756756756756,combined_22,4482682
under,re,15 years or 20 years and then you do a re lining or coke oven batteries that you run 24 7,2651,15 years or 20 years and then you do a relining or coke oven batteries that you run 24 7,2590,98.86363636363636,combined_22,4482682
under,re,and we can do that before the next blast furnace re aligning or before we need to spend a lot of,7693,mills we can do that before the next blast furnace relining or before we need to spend a lot of,7350,95.74468085106383,combined_22,4482682
over,re,growth ahead of us which we think represents a you know a reasonable reinvestment in our business thats important and,7255,growth ahead of us which we think represents a reasonable re indentment in our business thats important and ultimately it depends,7353,92.85714285714286,combined_22,4482983
over,re,compelling product in the market and reach out in this supply chain is going to be a a big part,7420,wholeheartedly you need the compelling product to the market and re cutting the supply chain is going to be a big,7522,87.77777777777777,combined_22,4482983
over,re,anyway compelling product in the market and reach out in this supply chain is going to be a a big,7419,wholeheartedly it is a compelling product for the market and re cutting the spodumene supply chain is going to be a,7118,81.67539267015707,combined_22,4482983
over,re,first 9 months of that this fiscal year have largely surpassed our forecast so thats why and the full year,525,first 9 months of this fiscal year have learned to re suppose the forecast so thats why and the full ear,518,84.61538461538461,combined_22,4483046
under,re,announced the largest quarterly dividend in the companys history and re instituted our share buyback program which we suspended in 2020,989,announced the largest quarterly dividend in the companys history and reinstituted our share buyback program which we suspended in 2020,982,99.25373134328358,combined_22,4483296
under,re,announced the largest quarterly dividend in the companys history and re instituted our share buyback program which we suspended in 2020,989,announced the largest quarterly dividend in the companys history and reinstituted our share buyback program which we suspended in 2020,980,99.25373134328358,combined_22,4483296
under,re,back in in 19 when we started to sort of re shape our cost structures towards sales and distribution i think,9105,way back in 19 when we started to sort of reshape our cost structures towards sales and distribution i think,8864,98.11320754716981,combined_22,4483297
under,re,back in in 19 when we started to sort of re shape our cost structures towards sales and distribution i think,9105,way back in 2019 when we started to sort of reshape our cost structures towards sales and distribution i think,8815,97.19626168224299,combined_22,4483297
under,re,back in in 19 when we started to sort of re shape our cost structures towards sales and distribution i think,9105,way back in 19 when we started to sort of reshape our cost structures towards sales and distribution i think,8738,98.11320754716981,combined_22,4483297
under,re,that corresponds to 140 million barrels of 2p plus 2c re resource editions in 2021 and the operating performance of the,2309,that corresponds to 140 million barrels of 2p plus 2c resource additions in 2021 and the operating performance of the,2283,96.58119658119658,combined_22,4483320
under,re,that corresponds to 140 million barrels of 2p plus 2c re resource editions in 2021 and the operating performance of the,2309,that corresponds to 140 million barrels of 2p plus 2c resource editions in 2021 and the operating performance of the,2275,97.41379310344827,combined_22,4483320
under,re,that corresponds to 140 million barrels of 2p plus 2c re resource editions in 2021 and the operating performance of the,2309,that corresponds to 140 million barrels of 2p plus 2c resource additions in 2021 and the operating performance of the,2251,96.58119658119658,combined_22,4483320
over,re,and youre building is what they want youre youre never going to go you you misestimated the ev penetration on,5400,and your building is what they youre never going to re use if you misestimate the ev penetration on the models,5476,88.46153846153845,combined_22,4483633
over,re,launched the first ever ferrari fashion collection in july we reopened the iconic cavallino restaurant in the heart of maranello,1335,launched the first ever ferrari fashion collection in july we re opened the iconic cavallino restaurant in the heart of maranello,1392,99.21875,combined_22,4483633
over,re,million as we expect the lower capex seen in 2021 to partly in 2022 but also by much higher taxes,2963,as we expect the lower capex seen in 2021 to re phase partly in 2022 but also by much higher taxes,3117,90.72164948453609,combined_22,4483633
over,re,uptick to continue given the governments around the world are reprioritizing their it initiatives in line with the evolving public,1726,uptick to continue given that governments around the world are re prioritizing their it initiatives in line with the evolving public,1746,97.6923076923077,combined_22,4483678
under,re,publishing eu tax on multiple numbers already in 2021 being re recognized as the first entity company for net zero targets,650,publishing eu taxonomy eligible numbers already in 2021 being recognized as the first energy company for our net zero targets,638,88.52459016393442,combined_22,4483733
under,re,from our all in 1 real estate plan and the re classification of the depreciation of the french outdoor media contract,4182,from our all in 1 real estate plan and the reclassification of the depreciation of the french outdoor media contract,4175,99.13793103448276,combined_22,4484088
under,re,to take clear leadership in personalization of and we have re positioned around digital business transformation and industry articles theres been,5044,and we have repositioned publicist sapients around digital business transformation and and industry verticals thats been a lot of work,5064,79.3103448275862,combined_22,4484088
under,re,to take clear leadership in personalization of and we have re positioned around digital business transformation and industry articles theres been,5044,to take clear leadership in personalization at scale and we have repositioned publicis sapient digital business transformation and industry verticals,5053,83.44827586206897,combined_22,4484088
under,re,from our all in 1 real estate plan and the re classification of the depreciation of the french outdoor media contract,4182,from our all in 1 real estate plan and the reclassification of the depreciation of the french outdoor media contract,4160,99.13793103448276,combined_22,4484088
under,re,from our all in 1 real estate plan and the re classification of the depreciation of the french outdoor media contract,4182,from our all in 1 real estate plan and the reclassification of the depreciation of the french outdoor media contract,4131,99.13793103448276,combined_22,4484088
under,re,to take clear leadership in personalization of and we have re positioned around digital business transformation and industry articles theres been,5044,in personalization at scale and we have repositioned publicis sapiens around digital business transformation and industry verticals theres been a,5005,86.79245283018868,combined_22,4484088
over,re,occasionally is the fundamental work thats going into reshaping the company the right size in the company more importantly you,8195,occasionally is the fundamental work thats going to need to re open the company the right size in the temperature of,8578,86.75799086757992,combined_22,4484563
over,re,us are you still in the process of also kind of recalculation given the size that we have so 10,6175,are you still in the process of some kind of re calculation given the size that we have so 10 personal,6112,95.74468085106383,combined_22,4484942
under,re,and put in place again communicating topnotch safety guidelines to re restore confidence to our g our guests and be able,3838,and put in place again communicating top notch safety guidelines to restore confidence to to our guests and be able,3800,93.91304347826087,combined_22,MP3-A
under,re,and put in place again communicating topnotch safety guidelines to re restore confidence to our g our guests and be able,3838,services and put in place again communicating top notch safety guidelines to restore confidence to our guests and be able,3778,95.6896551724138,combined_22,MP3-A
under,re,and put in place again communicating topnotch safety guidelines to re restore confidence to our g our guests and be able,3838,services and put in place again communicating top notch safety guidelines to restore confidence to our guests and be able,3730,95.6896551724138,combined_22,MP3-A
under,sorry,what happened in this in this filing for isrs im sorry okay and when does the missouri legislature end this year,7546,is clearly what happened in this in this filing for history and when does the missouri legislature end this year,7325,92.95774647887323,combined_21,4344866
under,sorry,what happened in this in this filing for isrs im sorry okay and when does the missouri legislature end this year,7546,case and that is clearly what happened in this violent forestry and when does the missouri legislature end this year,7346,83.74384236453201,combined_21,4344866
under,sorry,make a that capability do so what was the percentage sorry i think thats 40 right 40 thank you and and,9517,of customers continue what is the percentage thank you i think thats 40 40 thank you and now for my,9665,72.31638418079096,combined_21,4363614
under,sorry,okay and just 1 last 1 now in terms is sorry in terms of ma yes we are seeing more targets,8457,for the company okay and just 1 last point now in terms of mas yes we are seeing more targets,8317,87.42514970059881,combined_21,4383161
under,sorry,okay and just 1 last 1 now in terms is sorry in terms of ma yes we are seeing more targets,8457,company okay and just 1 last 1 no in terms of mas yes we are seeing more targets of course,8273,83.52941176470588,combined_21,4383161
under,sorry,okay great then on offshore wind can you just thinking sorry can you share your latest thinking on how big youre,9222,great then on offshore winds can you just think can you share your latest thinking on how big youre willing,8812,91.58878504672897,combined_21,4384964
under,sorry,okay great then on offshore wind can you just thinking sorry can you share your latest thinking on how big youre,9222,regulatory arena okay great then on offshore wind can you just share your latest thinking on how big youre willing,8698,85.16746411483254,combined_21,4384964
under,sorry,build our mems resonators we can a a a million sorry 10000 wafers should give us about a billion units and,3043,build our mems resonators 10000 wafers should give us about a billion units and these are 180 nanometer technology wafers,3022,85.4054054054054,combined_21,4385072
over,sorry,more and more digital in doing that work so hi i had a question on the regulatory changes if if,4149,right now like zoom teams and even our own applications sorry hi i had a question on the regulatory changes is,4480,72.94117647058825,combined_22,4351517
over,sorry,be like 300000 homes this year thank you so if you you you asking about number of customers or data,4183,700000 net ads on indie homes this year thank you sorry youre asking about the number of customers of data a,4521,81.72043010752688,combined_22,4351517
over,sorry,redirect for you can see the yeah i ill address the point about ill address the point about talcum sales,3452,more color in there yeah ill address the point about sorry couldnt hear clearly address the point about talcomsells revenue market,3612,73.07692307692308,combined_22,4351517
over,sorry,300000 homes this year thank you so if you you you asking about number of customers or data number of,4185,like 700000 net on indy homes this year thank you sorry youre asking about number of customers or data number of,4677,89.47368421052632,combined_22,4351517
over,sorry,question on the regulatory changes if if theres anything impending and second im clear but had you mentioned that there,4162,question on the regulatory changes if anything is impending and sorry earlier the line was unclear but had you mentioned that,4653,77.31092436974791,combined_22,4351517
over,sorry,application becoming more and more digital in doing that work so hi i had a question on the regulatory changes,4147,in doing their work thank you very much thank you sorry hi i had a question on the regulatory changes if,4638,76.0233918128655,combined_22,4351517
under,sorry,would say that in 2020 its multiple times ahead of sorry in 2021 its multiple times ahead of 2020 but i,3338,60 so i would say that in 2020 its multiple times ahead of 2020 but i would say that the,3339,74.53416149068323,combined_22,4450779
under,sorry,september legrand successfully its first sustainability linked bond index its sorry indexed on our carbon neutrality trajectory and this trajectory is,1140,september legrand successfully issued its first sustainability linked bond index its indexed on our carbon neutrality trajectory and this trajectory,1141,95.59322033898306,combined_22,4466607
under,sorry,best balance we can we can have today okay yes sorry thank you its not because we cannot do more its,8193,best balance we can have today to make sure that you do more its because we dont want to do,7682,73.62637362637363,combined_22,4466607
under,sorry,do a price increase of plus 2 9 is so sorry 2 7 not 2 9 so so i wouldnt be,6329,and its not something we have never seen to do a price increase of 2 7 so i wouldnt be,5970,72.41379310344827,combined_22,4466607
under,sorry,geographies strongest like for like in in portugal but were sorry in in spain mainland in fact because it we focused,4124,strongest like for like in portugal but in spain in fact because we focus the operation in online and in,4000,72.11538461538461,combined_22,4468639
under,sorry,geographies strongest like for like in in portugal but were sorry in in spain mainland in fact because it we focused,4124,positive like for like performance in all our geography strongest like for like in spain mainland in fact because we,3948,74.19354838709677,combined_22,4468639
over,sorry,and what also whats your outlook for 2021 for that segment answer andrey patoka thank you anna we dont want,3452,whats your outlook for 2021 for for that segment im sorry im very bad fucker thank you anna we dont want,3559,82.23350253807106,combined_22,4469291
under,sorry,other product initiatives that are in the pipeline thank you sorry go ahead yeah sure i can quickly answer the first,2604,the product initiatives that are in the pipeline thank you thats all i wanted to say im just sure it,2655,79.14438502673798,combined_22,4469590
under,sorry,when we pre pared this release we have repurchased 20 sorry 52000 edrs for circa 3 million this concludes our pre,2355,obtainable while we pre pared this release we have repurchased 50000 edrs for circa 3 million this concludes our pre,2398,93.57798165137613,combined_22,4469590
under,sorry,its coverage of 81 cities and 1800 carriers hepsipay is sorry hepsijet is highly focused on increasing its delivery speed in,1589,coverage of 81 cities and 1800 carriers hfcj is highly focused on increasing its delivery speed in the third quarter,1596,79.3103448275862,combined_22,4471606
under,sorry,its coverage of 81 cities and 1800 carriers hepsipay is sorry hepsijet is highly focused on increasing its delivery speed in,1589,coverage of 81 cities and 1800 carriers hepsijet is highly focused on increasing its delivery speed in the third quarter,1578,85.0,combined_22,4471606
under,sorry,its coverage of 81 cities and 1800 carriers hepsipay is sorry hepsijet is highly focused on increasing its delivery speed in,1589,october with its coverage of 81 cities and 1800 carriers hepsi jet is highly focused on increasing its delivery speed,1567,85.47008547008546,combined_22,4471606
under,sorry,rapidly recover in europe the benchmark margin added 1 5 sorry 1 5 times grew 1 5 times quarter on quarter,2210,refining markets environment continued to rapid let it cover in europe the benchmark margin added 1 5 times quarter driven,2184,75.26881720430107,combined_22,4471809
under,sorry,rapidly recover in europe the benchmark margin added 1 5 sorry 1 5 times grew 1 5 times quarter on quarter,2210,the refining market environment continued to rapidly recover in europe the benchmark margin added 1 5 times quarter on quarter,2154,86.63101604278076,combined_22,4471809
under,sorry,in a testing phase so so we are tasting testing sorry testing the the game checking whether their everything is fine,6996,status of cyberpunk development its in a pasting phase so we are testing the game checking whether everything is fine,6535,80.20304568527918,combined_22,4472403
under,sorry,release of the witcher 3 mm and i would say sorry i would say the third 1 so i think that,5981,what we experienced after the release of the witcher 3 and ill take the first 1 so i think that,5620,76.62337662337663,combined_22,4472403
under,sorry,rd 976 4 million equivalent to us dollar 159 151 sorry 151 5 million in the 3rd quarter of 2021 compared,2579,income was rmb 976 4 million equivalent to us dollar 151 5 million in the third quarter of 2021 compared,2526,89.69072164948454,combined_22,4473238
under,sorry,1 in the third quarter of 2021 compared to 54 sorry 45 1 in the second quarter of 2021 the decrease,2071,in the third quarter of 2021 compared to 45 1 in the second quarter of 2021 the decrease was primarily,2076,94.11764705882352,combined_22,4473238
under,sorry,rd 976 4 million equivalent to us dollar 159 151 sorry 151 5 million in the 3rd quarter of 2021 compared,2579,income from operations was rmb 897 3 million equivalent to us139 3 million in the third quarter of 2021 compared,2459,80.64516129032258,combined_22,4473238
under,sorry,1 in the third quarter of 2021 compared to 54 sorry 45 1 in the second quarter of 2021 the decrease,2071,in the third quarter of 2021 compared with 45 1 in the second quarter of 2021 the decrease was primarily,2045,92.06349206349206,combined_22,4473238
under,sorry,a second part to your question that we havent addressed sorry yeah yeah well maybe you have to put the 35,6244,matthias was there a second part to your question that we havent addressed yeah well maybe you have to put,5994,90.625,combined_22,4479741
under,sorry,sales if we assume bioprotectants and plant health is is sorry plant health is 10 of of food process and enzymes,3259,mentioned lighthouses are 10 of sales if we assume bioprotections and plant health is 10 of food cultures and enzymes,3182,79.18781725888324,combined_22,4479741
under,sorry,acquisitions as you stated in in 22 and probably 20 sorry 21 and 20 so how should we think about that,5724,relatively limited acquisitions as you stated in 22 and probably 21 and 20 so how should we think about that,5597,93.6842105263158,combined_22,4482249
under,sorry,370 million so were exiting 2021 with a cash tax sorry a cash balance of 450 million in terms of debt,7925,450 million so were exiting 2021 with a cash balance of 450 million in terms of debt position and liquidity,7532,88.64864864864866,combined_22,4483320
under,sorry,that thats basically whatever it is 150 a a yeah sorry quarter is that the best guidance yeah yeah so the,11160,development spend of 590 thats basically whatever it is 150 a quarter is that the best guidance yeah and tai,10676,84.65608465608466,combined_22,4483320
under,sorry,of outcomes possible in our external guidance for this year sorry and all of that will be completed with operating costs,2735,outcomes possible in our external guidance for this year and all of that will be completed with operating costs still,2672,94.87179487179486,combined_22,4483320
under,sorry,a billion b es of 2 p resources and 2 sorry 2 c resources and 2 p reserves and then my,5581,every barrel produced and over a billion boes of 2p resources and 2c resources and 2p reserves and then my,5246,91.92546583850931,combined_22,4483320
under,sorry,the project has yet to be sanctioned is slightly slightly sorry for 2028 so on this slide basically what is the,9920,we speak also the project has yet to be sanctioned is slated for 2028 so on this slide basically what,9491,80.19801980198021,combined_22,4483320
under,sorry,think you dropped that you might have dropped that but sorry about that were having some problems with the with the,5219,with your questions you might have dropped up the story about that were having some problems with the with the,5201,85.99033816425121,combined_22,4483338
under,sorry,think you dropped that you might have dropped that but sorry about that were having some problems with the with the,5219,i think you dropped off he might have dropped up the story about that were having some problems with the,5154,86.53846153846155,combined_22,4483338
under,sorry,financial opportunity maybe there is even bigger than the ldv sorry the ld business that you sold to wolfspeed can you,7782,quite broad and the financial opportunity maybe there is even bigger than the ldmos business that you sold to wolfspeed,7731,89.40092165898618,combined_22,4483912
under,sorry,our rating by 1 notch to triple b flat continuing sorry counting from the closing of the 9 billion cyprus transaction,3086,increased our rating by 1 notch to triple b flat counting from the closing of the 9 billion cyprus transaction,3078,84.54545454545455,combined_22,4483912
under,sorry,our rating by 1 notch to triple b flat continuing sorry counting from the closing of the 9 billion cyprus transaction,3086,global increased our rating by 1 notch to bbb flat counting from the closing of the 9 billion cyprus transaction,3082,78.57142857142857,combined_22,4483912
under,sorry,financial opportunity maybe there is even bigger than the ldv sorry the ld business that you sold to wolfspeed can you,7782,financial opportunity may be there is even bigger than the ldmos business that you sold to wolfspeed can you talk,7717,88.49557522123894,combined_22,4483912
over,sorry,please go ahead hey thanks good morning morning can you good morning can you guys discuss how the capital allocation,5245,comes from eric hagan from vtig please go ahead thanks sorry good morning can you guys discuss how the capital allocation,5092,85.85365853658537,combined_22,4485206
under,cents,loss attributed to culp inc shareholders was 58000 or zero cents per diluted share for the third quarter compared with net,1112,loss attributable to culp inc shareholders was 58000 or 0 00 per diluted share for the third quarter compared with,1108,91.22807017543859,combined_21,4330115
under,cents,compared with net income of 3 2 million or 25 cents per diluted share for the prior year period the results,1130,compared with net income of 3 2 million or 0 25 per diluted share for the prior year period the,1126,93.6842105263158,combined_21,4330115
over,cents,adjusted diluted net earnings per common share were 1 05 we generated 694 million of free cash flow a 21,1536,net earnings per common share were 1 dollar and 5 cents we generated 694 million of free cash flow a 21,1549,90.52631578947368,combined_21,4344338
under,cents,our per share results courier earnings of 2 and 75 cents per share were down 15 cents from last year reflecting,2706,per share results current year earnings of 2 75 per share were down 0 15 from last year reflecting lower,2706,82.6923076923077,combined_21,4344866
under,cents,of 2 and 75 cents per share were down 15 cents from last year reflecting lower earnings as well as the,2712,results current year earnings of 2 75 per share were down 0 15 from last year reflecting lower as well,2708,80.45977011494253,combined_21,4344866
under,cents,our per share results courier earnings of 2 and 75 cents per share were down 15 cents from last year reflecting,2706,per share results current year earnings of 2 75 per share were down 0 15 from last year reflecting lower,2701,82.6923076923077,combined_21,4344866
under,cents,of 2 and 75 cents per share were down 15 cents from last year reflecting lower earnings as well as the,2712,earnings of 2 75 per share were down 0 15 from last year reflecting lower earnings as well as the,2706,88.17204301075269,combined_21,4344866
under,cents,our third quarterly cash dividend at a the new 56 cents per share level which was 24 ahead of last years,2288,a third quarterly cash dividend at the new 0 56 per share level which was 24 ahead of last years,2231,91.66666666666666,combined_21,4365024
under,cents,our third quarterly cash dividend at a the new 56 cents per share level which was 24 ahead of last years,2288,capital front in late june we declared our third quarterly cash dividend level which was 24 ahead of last years,2239,81.81818181818181,combined_21,4365024
under,cents,our third quarterly cash dividend at a the new 56 cents per share level which was 24 ahead of last years,2288,our third quarterly cash dividend at the new 56 cent per share level which was 24 ahead of last years,2230,97.02970297029702,combined_21,4365024
under,cents,of 18 cents as compared to non eps of 66 cents in the prior year quarter moving onto slide 10 where,1465,18 as compared to non eps of 0 66 in the prior year quarter moving on to slide 10 where,1463,93.10344827586206,combined_21,4366429
under,cents,expected income mix non eps was a loss of 18 cents as compared to non eps of 66 cents in the,1457,expected income mix non eps was a loss of 0 18 as compared to non eps of 0 66 in,1453,92.5,combined_21,4366429
under,cents,non eps for the quarter was a loss of 18 cents cash flow is actively managed in the second quarter driving,970,eps for the quarter was a loss of 0 18 cash flow was actively managed in the second quarter driving,966,92.92929292929293,combined_21,4366429
under,cents,non eps for the quarter was a loss of 18 cents cash flow is actively managed in the second quarter driving,970,eps for the quarter was a loss of 0 18 cash flow was actively managed in the second quarter driving,962,92.92929292929293,combined_21,4366429
under,cents,of 18 cents as compared to non eps of 66 cents in the prior year quarter moving onto slide 10 where,1465,18 as compared to non eps of 0 66 in the prior year quarter moving on to slide 10 where,1458,93.10344827586206,combined_21,4366429
under,cents,expected income mix non eps was a loss of 18 cents as compared to non eps of 66 cents in the,1457,expected income mix non eps was a loss of 0 18 as compared to non eps of 0 66 in,1448,92.5,combined_21,4366429
under,cents,for the quarter ended june 30 2020 compared with 49 cents for the same period in 2019 losses have resulted from,1628,0 25 for the quarter ended june 30 2020 compared with 0 49 for for the same period in 2019,1624,91.42857142857143,combined_21,4366522
under,cents,ended june 30 2019 net loss per share with 25 cents for the quarter ended june 30 2020 compared with 49,1617,ended june 30 2019 that loss per share was 0 25 for the quarter ended june 30 2020 compared with,1615,88.54166666666666,combined_21,4366522
under,cents,for the quarter ended june 30 2020 compared with 49 cents for the same period in 2019 losses have resulted from,1628,the quarter ended june 30 2020 compared with 0 49 for the same period in 2019 losses have resulted from,1611,94.1747572815534,combined_21,4366522
under,cents,ended june 30 2019 net loss per share with 25 cents for the quarter ended june 30 2020 compared with 49,1617,ended june 30 2019 net loss per share was 0 25 for the quarter ended june 30 2020 compared with,1599,90.52631578947368,combined_21,4366522
under,cents,our adjusted net income was 4 8 million or 20 cents per diluted share adjustable diluted share for the second quarter,2353,our adjusted net income was 12 8 million or 0 20 per diluted share for the second quarter we reported,2332,75.62189054726367,combined_21,4366893
under,cents,was 23 56 per barrel natural gas a averaged 83 cents per mcf and ngls averaged 8 10 ber barrel of,2069,was 23 56 per barrel natural gas averaged 0 83 per mcf and ngls averaged 8 10 per barrel of,2054,90.10989010989012,combined_21,4366893
under,cents,in the second quarter of 35 9 million or 55 cents per share which included a pre tax unrealized loss of,2326,in the second quarter of 35 9 million or 0 55 per share which included a pre tax unrealized loss,2305,93.75,combined_21,4366893
